,outside,ultrasound,macro-examination,fetal heart rate,ask for advice,routine check-up
1,0.01391678622668581,0.0,0.0,0.0,3.213753191511794e-18,9.888471358497818e-19
2,0.01391678622668581,0.0050491895169597276,0.0006704344318639303,0.002860889700532672,0.0004367259105014636,0.004882215275920523
3,0.01391678622668581,0.009308723290687496,0.0013163674595668118,0.005875485082999318,0.001269773829349823,0.009979965244382959
4,0.01391678622668581,0.012902097615137961,0.0019386945007323995,0.008991793456985323,0.0024627459535518834,0.015230610724759673
5,0.01391678622668581,0.015933494881022175,0.002538278249442742,0.012167253361105164,0.003983037261310636,0.020581580633839327
6,0.01391678622668581,0.018490804126842435,0.0031159498721384546,0.01536719913679958,0.005801276965656031,0.02598887024330648
7,0.01391678622668581,0.02064816919817702,0.0036725101598141475,0.018563568442591345,0.00789086470037741,0.03141576332895628
8,0.01391678622668581,0.022468138393776454,0.0042087306381062145,0.02173381458398658,0.010227585300641802,0.03683174441014178
9,0.01391678622668581,0.02400347792297436,0.0047253546368118465,0.02485999150272545,0.012789288723054492,0.042211572441490555
10,0.01391678622668581,0.025298701751826715,0.005223098320321864,0.02792798430388876,0.015555623896051725,0.04753449168692818
11,0.01391678622668581,0.02639136219267616,0.005702651680395803,0.030926862446493984,0.01850781717130608,0.05278355920176996
12,0.01391678622668581,0.027313138655092835,0.006164679492655477,0.0338483363058655,0.0216284876190782,0.05794507147618174
13,0.01391678622668581,0.02809075612425357,0.006609822238122942,0.03668630083816967,0.024901492724621745,0.06300807544058001
14,0.01391678622668581,0.02874675999612354,0.0070386969910803355,0.03943645262674277,0.028311799140434062,0.06796395127479737
15,0.01391678622668581,0.029300169734169747,0.007451898274482377,0.042095968740172546,0.03184537406530871,0.07280605636080581
16,0.01391678622668581,0.029767030299018782,0.007849998884107342,0.044663237645918466,0.03548909358517719,0.0775294213264547
17,0.01391678622668581,0.030160877338611284,0.008233550682588964,0.04713763395320855,0.03923066494732002,0.08213049048981579
18,0.01391678622668581,0.030493129626070897,0.00860308536443001,0.04951933004943761,0.0430585602694261,0.0866069001681571
19,0.01391678622668581,0.03077342012320492,0.008959115193057985,0.051809138782771186,0.0469619596256035,0.09095728929426146
20,0.01391678622668581,0.031009875268132057,0.009302133710944727,0.0540083822617341,0.05093070181741623,0.09518113761277966
21,0.01391678622668581,0.031209350584399314,0.009632616423774288,0.056118782616888706,0.05495524144161287,0.0992786274333989
22,0.01391678622668581,0.031377629442582676,0.009951021459607513,0.058142371222776545,0.059026611117714,0.10325052551512133
23,0.01391678622668581,0.03151959073704959,0.010257790203957057,0.06008141342907763,0.06313638794666734,0.10709808216320645
24,0.01391678622668581,0.03163935033932097,0.010553347911653266,0.06193834631443953,0.06727666344359463,0.11082294505113961
25,0.01391678622668581,0.031740380429177914,0.010838104296349035,0.06371572736814357,0.07144001632929735,0.1144270856460227
26,0.01391678622668581,0.03182561016326948,0.01111245409848091,0.06541619233509761,0.07561948768173336,0.11791273642691405
27,0.01391678622668581,0.031897510599897864,0.011376777632473708,0.06704242073818087,0.07980855804436346,0.12128233735023439
28,0.01391678622668581,0.03195816634219782,0.011631441313947255,0.06859710782682187,0.08400112616664371,0.1245384902414718
29,0.01391678622668581,0.0320093359768549,0.01187679816765604,0.07008294189870165,0.0881914891159695,0.12768391998404677
30,0.01391678622668581,0.03205250306065698,0.012113188316865937,0.07150258610840896,0.092374323552534,0.13072144153940843
31,0.01391678622668581,0.03208891913312775,0.012340939454846385,0.07285866401759793,0.09654466800091269,0.13365393197151482
32,0.01391678622668581,0.032119640002303836,0.012560367299131603,0.0741537482598143,0.10069790598644218,0.13648430676743734
33,0.01391678622668581,0.03214555635568576,0.01277177602918059,0.07539035179312759,0.1048297499320647,0.1392154998470066
34,0.01391678622668581,0.03216741958386354,0.012975458708042583,0.07657092129795215,0.10893622573344053,0.1418504467407884
35,0.01391678622668581,0.032185863565519036,0.013171697688612519,0.07769783234842528,0.11301365794778889,0.1443920704894637
36,0.01391678622668581,0.03220142304541571,0.013360765005039655,0.07877338604551103,0.11705865554591358,0.1468432698807566
37,0.01391678622668581,0.032214549138207225,0.013542922749831952,0.07979980685036918,0.12106809818789022,0.1492069096940064
38,0.01391678622668581,0.032225622407565546,0.013718423437178955,0.08077924139894775,0.12503912299149528,0.15148581266866204
39,0.01391678622668581,0.032234963899830577,0.013887510352996839,0.08171375811447003,0.1289691117691075,0.15368275295253916
40,0.01391678622668581,0.03224284445207887,0.014050417892180856,0.08260534746454806,0.1328556787138934,0.15580045081959315
41,0.01391678622668581,0.032249492544479536,0.014207371883532712,0.0834559227349492,0.13669665851991228,0.15784156847605949
42,0.01391678622668581,0.03225510092460002,0.014358589902813279,0.0842673212133189,0.14049009492360368,0.15980870679879192
43,0.01391678622668581,0.03225983219571965,0.014504281574354627,0.08504130569405405,0.14423422965615526,0.16170440287109575
44,0.01391678622668581,0.0322638235311724,0.014644648861649467,0.08577956623055813,0.14792749179767525,0.16353112819981178
45,0.01391678622668581,0.03226719065140154,0.014779886347320845,0.08648372207374089,0.1515684875250339,0.1652912875132923
46,0.01391678622668581,0.03227003117903236,0.01491018150286018,0.08715532374623025,0.15515599024582435,0.1669872180535949
47,0.01391678622668581,0.03227242746923658,0.015035714948507589,0.0877958552106636,0.15868893111119745,0.16862118928801414
48,0.01391678622668581,0.03227444899744862,0.015156660703634708,0.08840673609788441,0.16216638990043689,0.17019540297524682
49,0.01391678622668581,0.03227615437366095,0.015273186427977172,0.08898932396712031,0.1655875862701031,0.1717119935302738
50,0.01391678622668581,0.03227759304169845,0.01538545365405108,0.089544916575449,0.16895187136044634,0.17317302863963127
51,0.01391678622668581,0.032278806712738986,0.01549361801107569,0.09007475413822932,0.17225871975159582,0.17458051008531045
52,0.01391678622668581,0.03227983057464196,0.015597829440712736,0.09058002156582615,0.17550772176180543,0.17593637474120394
53,0.01391678622668581,0.03228069431214691,0.015698232404921422,0.09106185066499853,0.17869857607980352,0.17724249571094036
54,0.01391678622668581,0.03228142296752053,0.015794966086217225,0.09152132229585458,0.18183108272305384,0.1785006835802076
55,0.01391678622668581,0.03228203766660499,0.015888164580612166,0.09195946847737768,0.1849051363135227,0.1797126877603665
56,0.01391678622668581,0.032282556231317636,0.01597795708350392,0.09237727443627192,0.18792071966234716,0.1808801979033625
57,0.01391678622668581,0.032282993696360285,0.016064468068771546,0.09277568059531432,0.19087789765463545,0.1820048453707292
58,0.01391678622668581,0.03228336274511904,0.016147817461326045,0.09315558449858652,0.1937768114254936,0.18308820474189622
59,0.01391678622668581,0.032283674077392625,0.016228120803354947,0.09351784267193244,0.19661767281827494,0.1841317953491171
60,0.01391678622668581,0.0322839367196107,0.016305489414491434,0.0938632724177825,0.19940075911597752,0.18513708282815983
61,0.02087517934002868,0.032284158286536344,0.016380030546129937,0.09419265354413023,0.20212640803668655,0.18610548067549257
62,0.02087517934002868,0.034808939960520105,0.016787064746034218,0.09593717487823498,0.20501337593920446,0.18947945944203934
63,0.02087517934002868,0.03693886453069117,0.017179223651703542,0.09774395415540942,0.20804190545771295,0.19292699271329228
64,0.02087517934002868,0.03873568471572537,0.017557050889149255,0.09958767207753252,0.2111942891907652,0.19641802727434846
65,0.02087517934002868,0.040251495567697,0.01792107021726374,0.10144769373587563,0.21445475900329616,0.19992749797281636
66,0.02087517934002868,0.041530244859413805,0.018271786253875474,0.10330730230945986,0.21780920293351483,0.20343457834075512
67,0.02087517934002868,0.04260900725838946,0.01860968517527,0.10515305417435664,0.22124492967633552,0.20692204313685747
68,0.02087517934002868,0.04351905922946921,0.018935235390146497,0.10697423636328725,0.22475047256599393,0.21037572590547288
69,0.02087517934002868,0.04428678583066754,0.01924888818894424,0.10876241029921166,0.2283154263218439,0.21378405723135652
70,0.02087517934002868,0.04493444569287104,0.019551078369439076,0.110511028244042,0.23193031094457794,0.21713767155347632
71,0.02087517934002868,0.0454808163623968,0.019842224839477063,0.11221511102720343,0.2355864580902011,0.220429072249465
72,0.02087517934002868,0.045941738716767155,0.02012273119768095,0.11387097741009522,0.23927591603541576,0.223652346266408
73,0.02087517934002868,0.04633057623790041,0.02039298629293435,0.11547601695354746,0.24299137000537288,0.22680292089758392
74,0.02087517934002868,0.04665860245838519,0.020653364763419276,0.1170284995299657,0.2467260751838016,0.22987735642565277
75,0.02087517934002868,0.046935327814034845,0.02090422755595423,0.11852741569699086,0.2504738001838359,0.23287316930198368
76,0.02087517934002868,0.047168775379129675,0.02114592242635282,0.1199723430563749,0.2542287791400937,0.23578868133583322
77,0.02087517934002868,0.047365713478714946,0.02137878442149644,0.12136333448670518,0.2579856709010889,0.23862289104830608
78,0.02087517934002868,0.04753185192206304,0.02160313634378939,0.12270082478380577,0.26173952406623513,0.24137536392338155
79,0.02087517934002868,0.04767200754667938,0.021819289198640165,0.12398555278683163,0.265485746832234,0.24404613877774753
80,0.02087517934002868,0.04779024387245522,0.022027542625589334,0.12521849652705574,0.2692200807968622,0.24663564788626408
81,0.02087517934002868,0.047889988914948084,0.02222818531368158,0.12640081932345804,0.27293857802018195,0.2491446488520058
82,0.02087517934002868,0.047974134573540064,0.022421495401657752,0.12753382507570316,0.2766375807691789,0.25157416650865105
83,0.02087517934002868,0.04804512047602623,0.02260774086352165,0.1286189212804295,0.2803137034760673,0.25392544339667095
84,0.02087517934002868,0.04810500471053213,0.022787179880016092,0.12965758852896572,0.28396381652662905,0.2561998975702157
85,0.02087517934002868,0.04815552349548464,0.02296006119652312,0.13065135544039408,0.2875850315659766,0.25839908667464734
86,0.02087517934002868,0.04819814151764248,0.023126624467884625,0.13160177814898721,0.2911746880676219,0.26052467739025736
87,0.02087517934002868,0.04823409439763263,0.023287100590621213,0.13251042360426135,0.2947303409597628,0.26257841947002253
88,0.02087517934002868,0.04826442451419222,0.023441712023010028,0.13337885605926506,0.2982497491420958,0.26456212371182053
89,0.02087517934002868,0.04829001122576498,0.023590673093465096,0.13420862622167826,0.3017308647586604,0.26647764330134904
90,0.02087517934002868,0.0483115963656645,0.023734190297647763,0.135001262625717,0.3051718231184899,0.26832685804360124
91,0.02783357245337159,0.04832980574998328,0.023872462584719048,0.1357582648531522,0.30857093317719053,0.27011166107028606
92,0.02783357245337159,0.050869762080304366,0.024340898849062716,0.1379115431412823,0.3121450314651332,0.2742750553078361
93,0.02783357245337159,0.05301248810325444,0.02479221584612104,0.14010893270500924,0.31587254563456874,0.27848558855973254
94,0.02783357245337159,0.0548201076889215,0.025227039209165174,0.14232582334620175,0.3197340542156127,0.2827138143477895
95,0.02783357245337159,0.05634502899546751,0.025645971707345765,0.14454227735866898,0.32371217211332765,0.28693529880739
96,0.02783357245337159,0.05763146393432102,0.026049594081275163,0.146742260483366,0.3277912638183543,0.2911298645106114
97,0.02783357245337159,0.058716710002297744,0.026438465848072717,0.14891299491764162,0.33195720428885417,0.29528094721750364
98,0.02783357245337159,0.05963223164469701,0.026813126076989317,0.15104441520735495,0.3361971794168131,0.2993750485136441
99,0.02783357245337159,0.060404572501240365,0.02717409413668627,0.1531287108527664,0.3404995193363967,0.3034012698936305
100,0.02783357245337159,0.061056124983520164,0.02752187041520445,0.15515994199150845,0.3448535589577872,0.30735091605110787
101,0.02783357245337159,0.06160577949625038,0.02785693701362176,0.15713371665812184,0.3492495210518563,0.31121715699832436
102,0.02783357245337159,0.0620694721251351,0.02817975841436051,0.15904691992157471,0.3536784179986954,0.3149947402144473
103,0.02783357245337159,0.06246064667042179,0.02849078212507109,0.16089748672215562,0.35813196897123406,0.3186797453562219
104,0.02783357245337159,0.06279064442183804,0.02879043929898463,0.1626842115112373,0.3626025298748469,0.32226937519439447
105,0.02783357245337159,0.06306903297562284,0.02907914533259441,0.16440658887886714,0.3670830338225019,0.32576177739622786
106,0.02783357245337159,0.06330388362701601,0.02935730044149476,0.16606468026632834,0.37156694030741094,0.3291558925850937
107,0.02783357245337159,0.06350200538062244,0.029625290215175556,0.16765900263021807,0.37604819155369024,0.33245132479507106
108,0.02783357245337159,0.06366914236329305,0.029883486151541454,0.16919043557354033,0.38052117479062625,0.3356482310207686
109,0.02783357245337159,0.06381014036309739,0.03013224617189681,0.17066014400665225,0.3849806894165319,0.3387472270563043
110,0.02783357245337159,0.06392908732283764,0.030371915117110203,0.17206951386253655,0.3894219182011716,0.34174930723614777
111,0.02783357245337159,0.06402943186142031,0.030602825225646307,0.17342009878019943,0.39384040182751906,0.3446557760458342
112,0.02783357245337159,0.06411408325936574,0.030825296594127867,0.17471357599833548,0.3982320161993204,0.34746818987214606
113,0.02783357245337159,0.0641854958073263,0.031039637621066152,0.1759517099782939,0.40259295204490825,0.35018830741842416
114,0.02783357245337159,0.06424573996312283,0.03124614543437501,0.17713632250887856,0.4069196964335738,0.35281804752819584
115,0.02783357245337159,0.06429656238034902,0.03144510630326124,0.1782692682424059,0.41120901589157693,0.3553594533451539
116,0.02783357245337159,0.06433943654894783,0.031636796035062136,0.17935241477746244,0.41545794086311366,0.3578146618946733
117,0.02783357245337159,0.06437560551597782,0.03182148035758039,0.18038762654377594,0.41966375130937555,0.36018587830572923
118,0.02783357245337159,0.06440611792516895,0.03199941528744641,0.18137675186262125,0.42382396327801325,0.3624753540058266
119,0.02783357245337159,0.06443185842015947,0.03217084748501854,0.18232161265565888,0.42793631630733736,0.3646853683184102
120,0.02783357245337159,0.06445357329289227,0.03233601459631333,0.18322399635895797,0.431998761555675,0.3668182129747202
121,0.292252510760402,0.06447189212079264,0.0324951455824397,0.18408564966962565,0.43600945056751855,0.36887617912238974
122,0.292252510760402,0.16042194684228683,0.045386715242408525,0.23926517812214296,0.44826451690478963,0.46362363671553375
123,0.292252510760402,0.24136612556729636,0.057807155223624035,0.29732773763771164,0.46799480724683895,0.5623959139256186
124,0.292252510760402,0.30965123586227283,0.06977368322571915,0.3572870679823967,0.494507454017016,0.6640050976700399
125,0.292252510760402,0.36725706201856967,0.08130288771779005,0.41833604929356766,0.5271818130681252,0.7674545347044419
126,0.292252510760402,0.41585376476701064,0.09241075093398068,0.47981752808870815,0.5654588424227536,0.8719102935589528
127,0.292252510760402,0.4568503041033741,0.10311267102868084,0.5411997597095015,0.6088322812972846,0.9766768814015364
128,0.292252510760402,0.4914352891435767,0.11342348342204993,0.602055742721292,0.656841322774707,1.0811765734569847
129,0.292252510760402,0.520611439364873,0.12335748136545659,0.6620458342077231,0.7090645244598415,1.1849318107373676
130,0.292252510760402,0.5452246563648555,0.13292843575534266,0.7209031305766445,0.765114744129805,1.2875502048489262
131,0.292252510760402,0.5659885490132431,0.14214961422297842,0.7784211792014557,0.8246349231105852,1.3887117588738973
132,0.292252510760402,0.5835051230520645,0.15103379952657195,0.8344436543030507,0.8872945699849509,1.488157972761638
133,0.292252510760402,0.5982822349960203,0.1595933072712283,0.8888556879064777,0.9527868222073631,1.5856825519724338
134,0.292252510760402,0.6107483163724499,0.16784000298132315,0.9415765951494386,1.0208259840584175,1.6811234807105508
135,0.292252510760402,0.621264795199514,0.17578531854895654,0.9925537740823667,1.0911454567790693,1.7743562571525135
136,0.292252510760402,0.6301365748374361,0.18344026808128888,1.0417575945677648,1.1634959912418976,1.8652881186291408
137,0.292252510760402,0.6376208740252302,0.1908154631687269,1.0891771199600044,1.2376442056122308,1.953853110606409
138,0.292252510760402,0.6439346844013333,0.1979211275951255,1.1348165297697432,1.3133713205202073,2.0400078752495094
139,0.292252510760402,0.6492610617233947,0.20476711151039645,1.1786921322013226,1.3904720726368138,2.1237280539541232
140,0.292252510760402,0.6537544331880093,0.2113629050851717,1.2208298728975013,1.4687537745004884,2.2050052140022536
141,0.292252510760402,0.6575450747250603,0.21771765166644882,1.2612632609402423,1.5480354942091124,2.2838442228809948
142,0.292252510760402,0.6607428880764765,0.22384016045245633,1.3000316455663572,1.6281473333707654,2.3602610051583057
143,0.292252510760402,0.6634405871679214,0.22973891870430874,1.3371787875231376,1.7089297856594214,2.434280626450139
144,0.292252510760402,0.6657163861556138,0.23542210351137974,1.3727516778157969,1.7902331615862415,2.505935657200948
145,0.292252510760402,0.6676362670825884,0.24089759312670342,1.4067995640421487,1.8719170677883585,2.5752647759559255
146,0.292252510760402,0.6692558928903573,0.24617297788811668,1.4393731507869203,1.953849931351402,2.6423115777165753
147,0.292252510760402,0.6706222212497545,0.25125557074028226,1.4705239458409636,2.035908561500121,2.707123557999715
148,0.292252510760402,0.671774866000621,0.25615241737217875,1.5003037284734502,2.117977742480628,2.7697512474984793
149,0.292252510760402,0.6727472456724346,0.2608703059841102,1.528764119747807,2.1999498526744343,2.8302474758858662
150,0.292252510760402,0.6735675523848415,0.2654157766977747,1.555956238044278,2.281724505975497,2.8886667464032647
151,1.5007780917174998,0.6742595692193406,0.26979513062243715,1.581930425626034,2.3632082122661817,2.9450647055197403
152,1.5007780917174998,0.9077909299268052,0.31021012904723533,1.857553446976193,2.5045802909481365,3.626142177883974
153,1.5007780917174998,1.1047997201131972,0.3491481385772044,2.125182916522402,2.699348457136775,4.291423216088302
154,1.5007780917174998,1.2709977985773766,0.38666313660391854,2.3844361588360514,2.9415676950347676,4.938929830470352
155,1.5007780917174998,1.4112037318205184,0.42280712788475594,2.6350662766077346,3.225844793788853,5.567257568456694
156,1.5007780917174998,1.5294824983275412,0.4576302166339272,2.8769373849571585,3.5472853709229444,6.17546690719969
157,1.5007780917174998,1.6292633441364115,0.4911806759788965,3.110003883115328,3.9014464409364686,6.762993179961391
158,1.5007780917174998,1.7134392066716573,0.5235050148784786,3.3342931244281035,4.284293892665112,7.329572000767229
159,1.5007780917174998,1.7844505894286746,0.5546480425953764,3.5498909459280386,4.692164318271951,7.875177639167455
160,1.5007780917174998,1.844356319280295,0.5846529308125337,3.756929603317056,5.12173070544871,8.399972206868384
161,1.5007780917174998,1.894893237866079,0.6135612734794099,3.9555777285521643,5.569971564040532,8.904263862742818
162,1.5007780917174998,1.9375265576916136,0.6414131444711395,4.146031987402542,6.034143110128384,9.38847253259381
163,1.5007780917174998,1.9734923429078415,0.6682471531405052,4.32851016509702,6.511754175693008,9.853101883702422
164,1.5007780917174998,2.0038333464119846,0.6941004978397324,4.50324545098103,7.0005435512690735,10.298716498947684
165,1.5007780917174998,2.0294292422920255,0.7190090174863,4.670481729195471,7.4984595032705865,10.725923367303674
166,1.5007780917174998,2.0510221301413805,0.7430072412442492,4.830469712826201,8.003641237608656,11.135356951982843
167,1.5007780917174998,2.069238050688175,0.7661284363898611,4.983463784637287,8.514402107413174,11.527667218776482
168,1.5007780917174998,2.0846051365398717,0.7884046544280559,5.129719429140577,9.029214385611875,11.903510108923495
169,1.5007780917174998,2.097568924286245,0.809866775523443,5.269491158998498,9.546695443243909,12.263540026217962
170,1.5007780917174998,2.108505271903152,0.8305445513076124,5.403030854137949,10.06559519206078,12.608403979654184
171,1.5007780917174998,2.1177312559702925,0.8504666461220096,5.530586444918688,10.584784665514446,12.938737082903472
172,1.5007780917174998,2.1255143646450336,0.8696606767535678,5.652400881628267,11.103245625925378,13.255159162169853
173,1.5007780917174998,2.1320802529233993,0.8881532507181766,5.768711341786087,11.620061097700072,13.558272266039692
174,1.5007780917174998,2.137619285035837,0.905970003145062,5.879748634500677,12.134406737132814,13.84865890613354
175,1.5007780917174998,2.1422920536608685,0.9231356323132048,5.9857367676641005,12.645542958758144,14.126880886790065
176,1.5007780917174998,2.1462340359747194,0.939673933889061,6.086892649276429,13.152807746572035,14.393478606589591
177,1.5007780917174998,2.1495595215293597,0.9556078339130445,6.183425898833594,13.655610085844675,14.648970735038478
178,1.5007780917174998,2.1523649258395863,0.9709594205805019,6.275538748619441,14.153423957821593,14.89385418484196
179,1.5007780917174998,2.1547315857497034,0.9857499748612321,6.3634260180325,14.645782845453565,15.128604314442612
180,1.5007780917174998,2.156728117625604,0.9999999999999988,6.447275146846955,15.132274703496561,15.353675307359913
181,0.893815064451817,2.158412406743125,1.013729249938931,6.527266275637036,15.612537350957476,15.56950068471968
182,0.893815064451817,2.1598332855508455,1.0380507995648076,6.485306124726889,16.04064206954723,15.323246020634345
183,0.893815064451817,2.1610319494650296,1.061483504452281,6.452910249231432,16.42161901616701,15.098817222217365
184,0.893815064451817,2.1620431512447733,1.0840598479332582,6.4284432644589,16.760099490407914,14.894982781938802
185,0.893815064451817,2.1628962085757384,1.1058111262179744,6.410532039705023,17.060301640493332,14.710474480600475
186,0.893815064451817,2.1636158540752715,1.126767491779023,6.398024381780773,17.32606286158061,14.544015759788453
187,0.893815064451817,2.1642229523630414,1.1469579951498938,6.389954194168604,17.560870318989455,14.394343472478731
188,0.893815064451817,2.16473510498715,1.1664106251959574,6.385512098414175,17.76788957997356,14.260224256513945
